Target_genes	Stat6|Average	SRX197271|Macrophages	SRX197272|Macrophages	SRX6432727|Macrophages	SRX6432728|Macrophages	SRX021632|Th1_Cells	SRX021633|Th1_Cells	SRX191132|Th9	SRX353406|Th9	SRX353407|Th9	STRING
Zfp326	17.777778	0	0	0	160	0	0	0	0	0	0
Zfp11	17.777778	0	0	0	0	0	0	0	0	160	0
Vps45	17.777778	0	0	0	0	0	0	0	0	160	0
Umad1	17.777778	0	0	0	0	0	0	0	0	160	0
Tsc22d1	17.777778	0	0	0	0	160	0	0	0	0	0
Serp1	17.777778	0	0	0	0	0	0	0	0	160	0
Rpa3	17.777778	0	0	0	0	0	0	0	0	160	0
Prune1	17.777778	0	0	0	0	0	0	0	0	160	0
Il24	17.777778	0	0	0	0	160	0	0	0	0	0
Gskip	17.777778	0	0	0	0	160	0	0	0	0	0
Glo1	17.777778	0	0	0	0	79	0	0	81	0	0
Eif2a	17.777778	0	0	0	0	0	0	0	0	160	0
Dnajc2	17.777778	0	0	0	0	160	0	0	0	0	0
Celsr3	17.777778	0	0	0	0	160	0	0	0	0	0
Baiap2	17.777778	0	0	0	0	160	0	0	0	0	0
Atg2b	17.777778	0	0	0	0	160	0	0	0	0	0
Atg2a	17.777778	0	0	0	0	160	0	0	0	0	0
Alkbh2	17.777778	0	0	0	0	160	0	0	0	0	0
Tgm2	17.666667	0	0	0	0	159	0	0	0	0	0
St3gal5	17.666667	0	0	0	0	159	0	0	0	0	0
Sirpb1c	17.666667	0	159	0	0	0	0	0	0	0	0
Rsad1	17.666667	0	0	0	0	159	0	0	0	0	0
Poc1a	17.666667	0	0	0	0	0	0	0	0	159	0
Pde2a	17.666667	0	0	0	0	159	0	0	0	0	0
Npl	17.666667	0	0	0	0	159	0	0	0	0	0
Kras	17.666667	0	0	0	0	85	0	0	0	74	0
Kansl3	17.666667	0	0	0	0	0	0	0	0	159	0
Hs1bp3	17.666667	0	0	0	0	159	0	0	0	0	0
H2-Oa	17.666667	0	159	0	0	0	0	0	0	0	0
Foxp4	17.666667	0	0	0	0	159	0	0	0	0	0
Cd1d1	17.666667	0	0	0	0	0	0	0	0	159	0
Brms1	17.666667	0	0	0	0	159	0	0	0	0	0
Zfp846	17.555556	0	0	0	0	0	0	0	0	158	0
Vwa1	17.555556	0	0	0	0	158	0	0	0	0	0
Tmbim4	17.555556	0	0	0	0	0	0	0	0	158	0
Spef1	17.555556	0	0	0	0	158	0	0	0	0	0
Snrpg	17.555556	0	0	0	0	158	0	0	0	0	0
Rad23b	17.555556	0	0	0	0	61	0	0	0	97	0
Pithd1	17.555556	0	0	0	0	0	0	0	158	0	0
Me2	17.555556	0	0	0	0	0	0	0	0	158	0
Gpr135	17.555556	0	0	0	0	158	0	0	0	0	0
Gclc	17.555556	0	0	0	0	158	0	0	0	0	0
Elac2	17.555556	0	0	0	0	0	0	0	0	158	0
C1qb	17.555556	0	158	0	0	0	0	0	0	0	0
Arf3	17.555556	0	0	0	0	158	0	0	0	0	0
Zfp51	17.444444	0	0	0	0	0	0	0	0	157	0
Zfp157	17.444444	0	0	0	0	0	77	0	0	80	0
Zdhhc5	17.444444	0	0	0	0	0	0	0	157	0	0
Tax1bp1	17.444444	0	0	0	0	157	0	0	0	0	0
Spcs3	17.444444	0	0	0	0	157	0	0	0	0	0
Slc25a27	17.444444	0	0	0	0	0	0	0	77	80	0
Serpinb7	17.444444	0	157	0	0	0	0	0	0	0	0
Rft1	17.444444	0	0	0	0	0	0	0	0	157	0
Rev1	17.444444	0	0	0	0	157	0	0	0	0	0
Pigx	17.444444	0	0	0	0	0	0	0	157	0	0
Pglyrp2	17.444444	0	0	0	0	157	0	0	0	0	0
Nucb2	17.444444	0	0	0	0	0	0	0	0	157	0
Dux	17.444444	0	0	0	0	0	0	0	0	157	0
Cyp39a1	17.444444	0	0	0	0	0	0	0	77	80	0
Chtop	17.444444	0	0	0	0	0	0	0	0	157	0
Cep19	17.444444	0	0	0	0	0	0	0	157	0	0
Ccr3	17.444444	0	157	0	0	0	0	0	0	0	0
Brd4	17.444444	0	0	0	0	157	0	0	0	0	0
Antkmt	17.444444	0	0	0	0	0	0	0	87	70	0
4930550C14Rik	17.444444	0	0	0	0	157	0	0	0	0	0
Zfp873	17.333333	0	0	0	0	0	0	0	0	156	0
Zfp397	17.333333	0	0	0	0	0	0	0	0	156	0
Zc3h7a	17.333333	0	0	0	0	0	0	0	0	156	0
Tma7	17.333333	0	0	0	0	0	0	0	0	156	0
Sytl3	17.333333	0	0	0	0	156	0	0	0	0	0
Snapc5	17.333333	0	0	0	0	0	0	0	0	156	0
Siah3	17.333333	0	0	0	0	0	0	0	156	0	0
Shmt2	17.333333	0	0	0	0	0	0	0	156	0	0
Relt	17.333333	0	0	0	0	156	0	0	0	0	0
Phlpp1	17.333333	0	0	0	0	0	0	0	0	156	0
Ndufaf6	17.333333	0	0	0	0	156	0	0	0	0	0
Ms4a6b	17.333333	0	156	0	0	0	0	0	0	0	0
Lss	17.333333	0	0	0	0	156	0	0	0	0	0
Lekr1	17.333333	0	0	0	0	156	0	0	0	0	0
Kdm5b	17.333333	0	0	0	0	156	0	0	0	0	0
Iqgap3	17.333333	0	0	0	0	156	0	0	0	0	0
Fbf1	17.333333	0	0	0	0	0	0	0	0	156	0
Fam169a	17.333333	0	0	0	0	0	0	156	0	0	0
Crebzf	17.333333	0	0	0	0	156	0	0	0	0	0
Ccdc51	17.333333	0	0	0	0	0	0	0	0	156	0
Atxn2	17.333333	0	0	0	0	156	0	0	0	0	0
Zkscan3	17.222222	0	0	0	0	155	0	0	0	0	0
Zfp606	17.222222	0	0	0	0	0	0	0	0	155	0
Tent5d	17.222222	0	0	0	0	155	0	0	0	0	0
Slc25a28	17.222222	0	0	0	0	0	0	0	0	155	0
Prmt7	17.222222	0	0	0	0	0	0	0	0	155	0
Oscar	17.222222	0	0	0	0	0	0	0	155	0	0
Nt5c3	17.222222	0	0	0	0	0	0	0	0	155	0
Mlh1	17.222222	0	0	0	0	0	0	0	0	155	0
Lmbr1l	17.222222	0	0	0	0	0	0	0	0	155	0
Ifit2	17.222222	0	0	0	0	0	0	0	0	155	0
Gimap9	17.222222	0	0	0	0	0	0	0	0	155	0
Epm2aip1	17.222222	0	0	0	0	0	0	0	0	155	0
Dynlt1b	17.222222	0	0	0	0	0	66	0	0	89	0
Cep164	17.222222	0	0	0	0	155	0	0	0	0	0
Cars	17.222222	155	0	0	0	0	0	0	0	0	0
B4galt1	17.222222	0	0	0	0	0	0	0	0	155	0
2610002M06Rik	17.222222	0	0	0	0	155	0	0	0	0	0
Zfp97	17.111111	0	0	0	0	0	0	0	154	0	0
Uqcc1	17.111111	0	0	0	0	0	0	0	0	154	0
Tpd52	17.111111	0	154	0	0	0	0	0	0	0	0
Rwdd3	17.111111	0	0	0	0	0	0	0	0	154	0
Rab11fip2	17.111111	0	0	0	0	0	0	0	0	154	0
Nr1h2	17.111111	0	0	0	0	154	0	0	0	0	0
Mapkap1	17.111111	0	0	0	0	0	0	0	0	154	0
Kif20b	17.111111	0	0	0	0	0	0	0	0	154	0
Igbp1	17.111111	0	0	0	0	0	0	0	0	154	0
Gfod2	17.111111	0	0	0	0	0	0	0	0	154	0
Foxp1	17.111111	0	0	0	0	0	0	0	0	154	0
Csnk2a1	17.111111	0	0	0	0	0	0	0	0	154	0
Chst10	17.111111	0	0	0	0	62	0	0	0	92	0
Chmp1b	17.111111	0	0	0	0	0	0	0	0	154	0
Cenpt	17.111111	0	0	0	0	0	0	0	0	154	0
Atp5e	17.111111	0	0	0	0	0	0	0	154	0	0
Agbl5	17.111111	0	0	0	0	0	0	0	0	154	0
Zfp708	17.000000	0	0	0	0	153	0	0	0	0	0
Zfp280d	17.000000	0	0	0	0	0	0	0	0	153	0
Top1	17.000000	0	0	0	0	153	0	0	0	0	0
Sema4d	17.000000	0	0	0	0	0	0	0	0	153	0
Phospho1	17.000000	0	0	0	0	153	0	0	0	0	0
Nsun5	17.000000	0	0	0	0	0	0	0	153	0	0
Cactin	17.000000	0	0	0	0	0	0	0	153	0	0
Arl8a	17.000000	0	0	0	153	0	0	0	0	0	0
5730455P16Rik	17.000000	0	0	0	0	0	0	0	0	153	0
Unc13a	16.888889	0	0	0	0	152	0	0	0	0	0
Tbc1d1	16.888889	0	0	0	0	0	0	0	152	0	0
Sgms2	16.888889	0	0	0	0	152	0	0	0	0	0
Psmg2	16.888889	0	0	0	0	0	0	0	0	152	0
Klf4	16.888889	0	0	0	0	152	0	0	0	0	0
Inpp5b	16.888889	0	0	0	0	0	0	0	0	152	0
Id3	16.888889	0	0	0	0	152	0	0	0	0	0
Hbq1b	16.888889	0	0	0	0	152	0	0	0	0	0
Exoc2	16.888889	0	0	0	0	0	0	0	0	152	0
Dis3l2	16.888889	0	0	0	0	152	0	0	0	0	0
Cep76	16.888889	0	0	0	0	0	0	0	0	152	0
Cenph	16.888889	0	0	0	0	0	0	0	0	152	0
Cd82	16.888889	0	0	0	0	0	0	0	152	0	0
Casp2	16.888889	0	152	0	0	0	0	0	0	0	0
Brd7	16.888889	0	0	0	0	152	0	0	0	0	0
Bcl7c	16.888889	0	0	0	0	152	0	0	0	0	0
Adam19	16.888889	0	0	0	0	0	0	0	152	0	0
Abraxas1	16.888889	0	0	0	0	0	0	0	0	152	0
Zfp541	16.777778	0	151	0	0	0	0	0	0	0	0
Slc30a6	16.777778	0	0	0	0	0	0	0	0	151	0
Prf1	16.777778	0	0	0	0	0	0	0	151	0	0
Oma1	16.777778	0	0	0	0	0	0	0	0	151	0
Herc3	16.777778	0	0	0	0	0	0	0	151	0	0
Eef1akmt4-ece2	16.777778	0	0	0	0	151	0	0	0	0	0
Eef1akmt4	16.777778	0	0	0	0	151	0	0	0	0	0
Dnajc18	16.777778	0	0	0	0	0	0	0	0	151	0
Alg3	16.777778	0	0	0	0	151	0	0	0	0	0
Akr1b3	16.777778	0	0	0	0	0	0	0	151	0	0
Srbd1	16.666667	0	0	0	0	0	0	0	0	150	0
Smug1	16.666667	0	0	0	0	0	0	0	0	150	0
Shq1	16.666667	0	0	0	0	150	0	0	0	0	0
Sgo2a	16.666667	0	0	0	0	0	0	0	0	150	0
Rars	16.666667	0	0	0	0	0	0	0	0	150	0
Pacs1	16.666667	0	0	0	0	0	0	0	0	150	0
Nob1	16.666667	0	0	0	0	150	0	0	0	0	0
Madcam1	16.666667	0	0	0	0	150	0	0	0	0	0
Inpp1	16.666667	0	0	0	0	0	0	0	0	150	0
Hspa4l	16.666667	0	0	0	0	150	0	0	0	0	0
Glg1	16.666667	0	0	0	0	150	0	0	0	0	0
Coa3	16.666667	0	0	0	0	67	0	0	83	0	0
Cntd1	16.666667	0	0	0	0	67	0	0	83	0	0
Bcl2a1c	16.666667	0	0	0	0	0	0	0	150	0	0
Wdtc1	16.555556	0	0	0	0	0	0	0	0	149	0
Tmem165	16.555556	0	0	0	0	149	0	0	0	0	0
Riox1	16.555556	0	0	0	0	149	0	0	0	0	0
Rabgap1l	16.555556	0	0	0	0	0	0	0	0	149	0
Ppm1g	16.555556	0	0	0	0	0	0	0	0	149	0
Polr3g	16.555556	0	0	0	0	0	0	0	0	149	0
Nos1ap	16.555556	0	149	0	0	0	0	0	0	0	0
Mrtfa	16.555556	0	0	0	0	0	0	0	0	149	0
Mrps18a	16.555556	0	0	0	0	149	0	0	0	0	0
Mrpl38	16.555556	0	0	0	0	149	0	0	0	0	0
Mblac2	16.555556	0	0	0	0	0	0	0	0	149	0
Lin7c	16.555556	0	0	0	0	0	149	0	0	0	0
Iws1	16.555556	0	0	0	0	0	0	0	0	149	0
Cotl1	16.555556	0	0	0	0	149	0	0	0	0	0
Cenpe	16.555556	0	0	0	0	149	0	0	0	0	0
Btk	16.555556	0	0	149	0	0	0	0	0	0	0
Brca2	16.555556	0	0	0	0	0	0	0	0	149	0
Atn1	16.555556	0	0	0	149	0	0	0	0	0	0
Zfp282	16.444444	0	0	0	0	0	0	0	0	148	0
Wasf1	16.444444	0	0	0	0	0	0	0	0	148	0
Tpm3	16.444444	0	0	0	0	0	0	0	0	148	0
Setd1a	16.444444	0	0	0	0	0	0	0	0	148	0
Rasa2	16.444444	0	0	0	0	148	0	0	0	0	0
Prkd2	16.444444	0	0	0	0	0	0	0	148	0	0
Pga5	16.444444	0	0	0	0	148	0	0	0	0	0
Necap1	16.444444	0	0	0	0	0	0	0	0	148	0
Mrps21	16.444444	0	0	0	0	0	0	0	0	148	0
Mllt1	16.444444	0	0	0	0	148	0	0	0	0	0
Mad1l1	16.444444	0	0	0	0	0	0	0	148	0	0
Coa8	16.444444	0	0	0	0	148	0	0	0	0	0
Cfap54	16.444444	0	0	0	0	148	0	0	0	0	0
Cdc40	16.444444	0	0	0	0	0	0	0	0	148	0
Cd2	16.444444	0	0	0	0	148	0	0	0	0	0
Bag5	16.444444	0	0	0	0	148	0	0	0	0	0
Adgre5	16.444444	0	0	0	0	148	0	0	0	0	0
Zfp961	16.333333	0	0	0	0	0	0	0	0	147	0
Tmem60	16.333333	0	0	0	0	0	0	0	0	147	0
Supt5	16.333333	0	0	0	0	0	0	0	0	147	0
Scpep1	16.333333	0	0	0	0	0	0	0	0	147	0
Rere	16.333333	0	0	0	0	147	0	0	0	0	0
Rab28	16.333333	0	0	0	147	0	0	0	0	0	0
Ppp2r1a	16.333333	0	0	0	0	0	0	0	0	147	0
Piezo1	16.333333	0	0	0	0	147	0	0	0	0	0
Phtf2	16.333333	0	0	0	0	0	0	0	0	147	0
Pf4	16.333333	0	147	0	0	0	0	0	0	0	0
Parp16	16.333333	0	0	0	147	0	0	0	0	0	0
Lrrc57	16.333333	0	0	0	0	0	0	0	0	147	0
Lipt2	16.333333	0	0	0	0	147	0	0	0	0	0
Hspa1l	16.333333	0	0	0	0	147	0	0	0	0	0
Hspa1a	16.333333	0	0	0	0	147	0	0	0	0	0
Haus2	16.333333	0	0	0	0	0	0	0	0	147	0
Gm45927	16.333333	0	0	0	0	147	0	0	0	0	0
Cmtr1	16.333333	0	0	0	0	0	0	0	0	147	0
Clk2	16.333333	0	0	0	0	147	0	0	0	0	0
Cds2	16.333333	0	0	0	0	147	0	0	0	0	0
Zfp3	16.222222	0	0	0	0	0	0	0	0	146	0
Trpv3	16.222222	0	0	0	0	146	0	0	0	0	0
Prmt5	16.222222	0	0	0	0	0	0	0	0	146	0
Map3k7	16.222222	0	0	0	0	0	0	0	0	146	0
Lfng	16.222222	0	0	0	0	0	146	0	0	0	0
Ifitm6	16.222222	0	146	0	0	0	0	0	0	0	0
Grb2	16.222222	0	0	0	0	146	0	0	0	0	0
Fam98b	16.222222	0	0	0	0	0	0	0	0	146	0
Cd86	16.222222	0	0	0	0	0	0	0	146	0	0
Ankrd40	16.222222	0	0	0	0	146	0	0	0	0	0
Zfp930	16.111111	0	0	0	0	0	0	0	0	145	0
Zfp457	16.111111	0	0	0	0	0	0	0	0	145	0
Wdr5	16.111111	0	0	0	145	0	0	0	0	0	0
Utp14a	16.111111	0	0	0	0	0	0	0	0	145	0
Plek	16.111111	0	0	0	145	0	0	0	0	0	0
Pex16	16.111111	0	0	0	0	0	0	0	145	0	0
Mfsd12	16.111111	0	0	0	145	0	0	0	0	0	0
Mettl26	16.111111	0	0	0	0	0	145	0	0	0	0
Lgals1	16.111111	0	0	0	0	0	0	0	0	145	0
Guf1	16.111111	0	0	0	0	0	0	0	0	145	0
Gm6460	16.111111	0	0	0	0	145	0	0	0	0	0
Fbxo11	16.111111	0	0	0	0	0	0	0	0	145	0
2410004P03Rik	16.111111	0	0	0	0	0	0	0	145	0	0
Usp14	16.000000	0	0	0	0	144	0	0	0	0	0
Taf7	16.000000	0	0	0	0	0	0	0	0	144	0
Supt6	16.000000	0	0	0	0	0	0	0	0	144	0
Smarcad1	16.000000	0	0	0	0	0	0	0	0	144	0
Serpinb12	16.000000	0	144	0	0	0	0	0	0	0	0
Senp1	16.000000	0	0	0	0	0	0	0	0	144	0
Sdf2	16.000000	0	0	0	0	0	0	0	0	144	0
Rps16	16.000000	0	0	0	71	73	0	0	0	0	0
Psrc1	16.000000	0	0	0	0	0	0	0	144	0	0
Pggt1b	16.000000	0	0	0	0	0	0	0	0	144	0
Pfkm	16.000000	0	0	0	0	0	0	0	0	144	0
Orai3	16.000000	0	0	0	0	144	0	0	0	0	0
Mthfs	16.000000	0	0	0	0	0	0	0	0	144	0
Med15	16.000000	0	0	0	0	0	0	0	0	144	0
Maco1	16.000000	0	0	0	0	144	0	0	0	0	0
Htatsf1	16.000000	0	0	0	0	0	0	0	0	144	0
Hnrnpr	16.000000	0	0	0	0	0	0	0	0	144	0
Fndc11	16.000000	0	0	0	0	0	0	0	0	144	0
Etaa1	16.000000	0	0	0	0	0	0	0	0	144	0
Dmap1	16.000000	0	0	0	0	0	0	0	0	144	0
Cd33	16.000000	0	144	0	0	0	0	0	0	0	0
Cd180	16.000000	0	144	0	0	0	0	0	0	0	0
Ccdc124	16.000000	0	0	0	0	0	0	0	144	0	0
Cblc	16.000000	0	0	0	0	144	0	0	0	0	0
Armc5	16.000000	0	0	0	0	0	0	0	0	144	0
Zbtb20	15.888889	0	0	0	0	0	0	0	143	0	0
Txnrd1	15.888889	0	0	74	0	0	0	0	0	69	0
Tmem179b	15.888889	0	0	0	0	143	0	0	0	0	0
Tcea2	15.888889	0	0	0	0	0	0	0	0	143	0
Sp110	15.888889	0	0	0	0	0	0	0	0	143	0
Snx11	15.888889	0	0	0	0	0	0	0	0	143	0
Rbbp9	15.888889	0	0	0	0	0	0	0	0	143	0
Pot1b	15.888889	0	0	0	0	143	0	0	0	0	0
Pomk	15.888889	0	0	0	0	143	0	0	0	0	0
Mrpl15	15.888889	0	0	0	0	0	0	0	0	143	0
Kynu	15.888889	0	143	0	0	0	0	0	0	0	0
Kif5b	15.888889	0	0	0	0	0	0	0	0	143	0
Ifih1	15.888889	0	0	0	0	0	0	0	0	143	0
Ifi213	15.888889	0	0	0	0	0	0	0	143	0	0
Fgr	15.888889	0	0	0	143	0	0	0	0	0	0
Eif2d	15.888889	0	0	0	0	0	0	0	0	143	0
Cyp4f13	15.888889	0	0	0	0	143	0	0	0	0	0
Chd1l	15.888889	0	0	0	0	143	0	0	0	0	0
Ccdc38	15.888889	0	0	0	0	143	0	0	0	0	0
Best2	15.888889	0	0	0	0	143	0	0	0	0	0
Amdhd1	15.888889	0	0	0	0	143	0	0	0	0	0
4930451I11Rik	15.888889	0	0	0	0	143	0	0	0	0	0
Zfp691	15.777778	0	0	0	0	0	0	0	142	0	0
Vps37a	15.777778	0	0	0	0	142	0	0	0	0	0
Ttll1	15.777778	0	0	0	0	0	142	0	0	0	0
Tmem248	15.777778	0	0	0	0	0	0	0	0	142	0
Scyl1	15.777778	0	0	0	0	142	0	0	0	0	0
Med25	15.777778	0	0	0	0	0	0	0	142	0	0
Med14	15.777778	0	0	0	0	0	0	0	0	142	0
Hmgxb4	15.777778	0	0	0	0	142	0	0	0	0	0
Gmps	15.777778	0	0	0	0	0	0	0	0	142	0
Fli1	15.777778	0	0	0	142	0	0	0	0	0	0
Fahd2a	15.777778	0	0	0	0	0	0	0	0	142	0
Cnot7	15.777778	0	0	0	0	142	0	0	0	0	0
Clba1	15.777778	0	0	0	0	0	142	0	0	0	0
BC052040	15.777778	0	0	0	0	0	0	0	0	142	0
Actl6a	15.777778	0	0	0	0	0	0	0	0	142	0
Tmed4	15.666667	0	0	0	0	0	141	0	0	0	0
Smg1	15.666667	0	0	0	0	0	0	0	0	141	0
Septin3	15.666667	0	0	0	0	141	0	0	0	0	0
Nacc1	15.666667	0	0	0	0	141	0	0	0	0	0
Mical3	15.666667	0	0	0	0	141	0	0	0	0	0
Lrch1	15.666667	0	0	0	0	0	0	0	0	141	0
Ifi209	15.666667	0	0	0	0	0	0	0	141	0	0
Hoga1	15.666667	0	0	0	0	141	0	0	0	0	0
Gm13283	15.666667	0	0	0	0	141	0	0	0	0	0
Gm13275	15.666667	0	0	0	0	141	0	0	0	0	0
Fbxl20	15.666667	0	0	0	0	141	0	0	0	0	0
Fancg	15.666667	0	0	0	0	0	0	0	0	141	0
Bach1	15.666667	0	0	0	0	141	0	0	0	0	0
Arrb1	15.666667	0	0	0	0	141	0	0	0	0	0
Alg10b	15.666667	0	0	0	0	0	0	0	0	141	0
Tspan31	15.555556	0	0	0	0	0	0	0	140	0	0
Tmem184c	15.555556	0	0	0	0	140	0	0	0	0	0
Sppl2a	15.555556	0	0	0	0	0	0	0	0	140	0
Snai3	15.555556	0	0	0	0	140	0	0	0	0	0
Rps10	15.555556	0	0	0	0	140	0	0	0	0	0
Ppil4	15.555556	0	0	0	0	140	0	0	0	0	0
Ogfod3	15.555556	0	0	0	0	63	77	0	0	0	0
Mkrn2	15.555556	0	0	0	0	140	0	0	0	0	0
Hexdc	15.555556	0	0	0	0	63	77	0	0	0	0
Gm13287	15.555556	0	0	0	0	140	0	0	0	0	0
Garem1	15.555556	0	0	0	0	140	0	0	0	0	0
Fubp3	15.555556	0	0	0	0	140	0	0	0	0	0
Bmi1	15.555556	0	0	0	0	140	0	0	0	0	0
Zscan2	15.444444	0	0	0	0	0	0	0	0	139	0
Zfp984	15.444444	0	0	0	0	0	0	0	0	139	0
Zc3h18	15.444444	0	0	0	0	0	0	0	0	139	0
Tmub2	15.444444	0	0	0	0	0	0	0	139	0	0
Tmem266	15.444444	0	0	0	0	0	0	0	0	139	0
Tcp11	15.444444	0	0	0	0	139	0	0	0	0	0
Rnf214	15.444444	0	0	0	0	139	0	0	0	0	0
Rnf166	15.444444	0	0	0	0	139	0	0	0	0	0
Ralgapa1	15.444444	0	0	0	0	139	0	0	0	0	0
Pcsk7	15.444444	0	0	0	0	139	0	0	0	0	0
Paip2b	15.444444	0	0	0	0	0	0	0	139	0	0
Msi2	15.444444	0	0	0	0	139	0	0	0	0	0
Kmt2c	15.444444	0	0	0	0	0	0	0	0	139	0
Hdhd5	15.444444	0	0	0	0	0	0	0	0	139	0
Gtpbp10	15.444444	0	0	0	0	0	0	0	0	139	0
Gpsm2	15.444444	0	0	0	0	139	0	0	0	0	0
Gmcl1	15.444444	0	0	0	0	139	0	0	0	0	0
Gm12258	15.444444	0	0	0	0	0	0	0	0	139	0
Ggnbp2	15.444444	0	0	0	0	139	0	0	0	0	0
Fxyd5	15.444444	0	0	0	0	139	0	0	0	0	0
Dnal4	15.444444	0	0	0	0	0	0	0	139	0	0
Ctu2	15.444444	0	0	0	0	139	0	0	0	0	0
Cks2	15.444444	0	0	0	0	0	0	0	0	139	0
Btg2	15.444444	0	0	0	0	139	0	0	0	0	0
9930111J21Rik2	15.444444	0	139	0	0	0	0	0	0	0	0
9930111J21Rik1	15.444444	0	139	0	0	0	0	0	0	0	0
Zfp787	15.333333	0	0	0	0	0	0	0	0	138	0
Ywhaz	15.333333	0	0	0	0	138	0	0	0	0	0
Uhmk1	15.333333	0	0	0	0	138	0	0	0	0	0
Trim11	15.333333	0	138	0	0	0	0	0	0	0	0
Trex1	15.333333	0	0	0	0	0	0	0	0	138	0
Syce2	15.333333	0	0	0	0	138	0	0	0	0	0
Stn1	15.333333	0	0	0	0	138	0	0	0	0	0
Sptlc1	15.333333	0	0	0	0	138	0	0	0	0	0
Sowahc	15.333333	0	0	0	0	0	0	0	0	138	0
Septin10	15.333333	0	0	0	0	0	0	0	0	138	0
Rnf182	15.333333	0	0	0	0	0	0	0	138	0	0
Psd4	15.333333	0	0	0	0	138	0	0	0	0	0
Nipsnap3b	15.333333	0	0	0	0	0	0	0	0	138	0
Mctp1	15.333333	0	138	0	0	0	0	0	0	0	0
Dennd1b	15.333333	0	0	0	0	0	0	0	0	138	0
C1qa	15.333333	0	138	0	0	0	0	0	0	0	0
Bzw1	15.333333	0	0	0	0	0	0	0	0	138	0
Taf6	15.222222	0	0	0	0	0	0	0	0	137	0
Shb	15.222222	0	0	0	137	0	0	0	0	0	0
Rpp21	15.222222	0	0	0	0	0	0	0	0	137	0
Pxmp4	15.222222	0	0	0	0	0	0	0	0	137	0
Pin1	15.222222	0	0	0	0	0	0	0	0	137	0
Cnpy4	15.222222	0	0	0	0	0	0	0	0	137	0
Abhd17a	15.222222	0	0	0	0	137	0	0	0	0	0
Zfp800	15.111111	0	0	0	0	0	0	0	0	136	0
Zfp61	15.111111	0	0	0	0	0	0	0	136	0	0
Zbtb25	15.111111	0	0	0	0	136	0	0	0	0	0
Zbtb1	15.111111	0	0	0	0	136	0	0	0	0	0
Xpo4	15.111111	0	136	0	0	0	0	0	0	0	0
Tor1a	15.111111	0	0	0	0	0	0	0	136	0	0
Riok3	15.111111	0	0	0	0	0	0	0	0	136	0
Pwp2	15.111111	0	0	0	0	136	0	0	0	0	0
Nop10	15.111111	0	0	0	0	136	0	0	0	0	0
Lonp2	15.111111	0	0	0	0	136	0	0	0	0	0
Fancf	15.111111	0	0	0	0	0	0	0	0	136	0
Eogt	15.111111	0	136	0	0	0	0	0	0	0	0
Casp8	15.111111	0	136	0	0	0	0	0	0	0	0
Ube2e3	15.000000	0	0	0	0	0	0	0	0	135	0
Trim9	15.000000	0	0	0	0	135	0	0	0	0	0
Sco2	15.000000	0	0	0	0	135	0	0	0	0	0
Rfx1	15.000000	0	0	0	0	0	0	0	0	135	0
Lyrm9	15.000000	0	0	0	0	135	0	0	0	0	0
Il2	15.000000	0	0	0	0	0	135	0	0	0	0
Gask1a	15.000000	0	0	0	0	0	0	0	0	135	0
En2	15.000000	0	0	0	0	135	0	0	0	0	0
Elp6	15.000000	0	0	0	0	0	0	0	0	135	0
Dek	15.000000	0	0	0	0	0	0	0	135	0	0
Cry2	15.000000	0	0	0	0	0	0	0	0	135	0
Bcl6b	15.000000	0	0	0	0	135	0	0	0	0	0
Anxa2	15.000000	0	0	0	0	135	0	0	0	0	0
Ankzf1	15.000000	0	0	0	0	135	0	0	0	0	0
Wasl	14.888889	0	0	0	0	0	0	0	0	134	0
Sod2	14.888889	0	0	0	0	0	134	0	0	0	0
Smarcd1	14.888889	0	0	0	0	134	0	0	0	0	0
Sgk1	14.888889	0	0	0	0	134	0	0	0	0	0
Rpl13	14.888889	0	0	0	0	134	0	0	0	0	0
Pmm1	14.888889	0	0	0	0	134	0	0	0	0	0
Npas4	14.888889	0	0	0	0	134	0	0	0	0	0
Ncoa5	14.888889	0	0	0	0	134	0	0	0	0	0
Naa20	14.888889	0	0	0	0	0	0	0	0	134	0
Mia3	14.888889	0	0	0	0	134	0	0	0	0	0
Kcnj2	14.888889	0	0	134	0	0	0	0	0	0	0
Gpr19	14.888889	0	0	0	0	0	0	0	0	134	0
Ets1	14.888889	0	0	0	0	134	0	0	0	0	0
Cdk10	14.888889	0	0	0	0	134	0	0	0	0	0
Calr4	14.888889	0	134	0	0	0	0	0	0	0	0
Use1	14.777778	0	0	0	0	0	0	0	0	133	0
Tmem223	14.777778	0	0	0	0	0	0	0	0	133	0
Tlk1	14.777778	0	0	0	0	0	0	0	0	133	0
Snx12	14.777778	0	0	0	0	0	0	0	0	133	0
Slc25a17	14.777778	0	0	0	0	0	0	0	0	133	0
Sike1	14.777778	0	0	0	0	0	0	0	0	133	0
Setdb2	14.777778	0	0	0	0	0	0	0	0	133	0
Sart1	14.777778	0	0	0	0	0	0	0	0	133	0
Rnase6	14.777778	0	133	0	0	0	0	0	0	0	0
Rabl3	14.777778	0	0	0	0	0	0	0	0	133	0
Pold1	14.777778	0	0	0	0	0	0	0	0	133	0
Papolg	14.777778	0	0	0	0	0	0	0	0	133	0
Otud6b	14.777778	0	0	0	0	0	0	0	0	133	0
Nr2c2ap	14.777778	0	0	0	0	133	0	0	0	0	0
Jmjd1c	14.777778	0	0	0	0	133	0	0	0	0	0
Hddc2	14.777778	0	0	0	0	0	0	0	0	133	0
