Target_genes	Stat4|Average	SRX3324130|Natural_Killer_T-Cells	SRX3324132|Natural_Killer_T-Cells	SRX3324134|Natural_Killer_T-Cells	SRX3324136|Natural_Killer_T-Cells	SRX3324138|Natural_Killer_T-Cells	SRX021624|Th1_Cells	SRX021625|Th1_Cells	SRX041279|Th1_Cells	STRING
Ushbp1	16.500000	0	0	0	0	0	132	0	0	0
Tmem134	16.500000	132	0	0	0	0	0	0	0	0
Sipa1l1	16.500000	0	0	0	0	0	132	0	0	0
Haspin	16.500000	0	0	0	0	0	132	0	0	0
Cluap1	16.500000	0	0	0	0	0	132	0	0	0
Babam1	16.500000	0	0	0	0	0	132	0	0	0
Aip	16.500000	132	0	0	0	0	0	0	0	0
Acin1	16.500000	0	0	132	0	0	0	0	0	0
1700123O20Rik	16.500000	0	0	132	0	0	0	0	0	0
1700037C18Rik	16.500000	0	0	0	0	0	132	0	0	0
1700012B09Rik	16.500000	0	0	0	0	0	132	0	0	0
Srgn	16.375000	131	0	0	0	0	0	0	0	0
Prxl2a	16.375000	0	0	0	0	0	131	0	0	0
Nova2	16.375000	0	0	0	0	0	131	0	0	0
Irf2bp2	16.375000	0	0	131	0	0	0	0	0	0
Gtpbp10	16.375000	0	0	0	0	0	131	0	0	0
Fbxl19	16.375000	0	0	0	0	0	131	0	0	0
Ccdc117	16.375000	0	0	0	0	0	131	0	0	0
Brca2	16.375000	0	0	0	0	0	131	0	0	0
Adss	16.375000	0	0	131	0	0	0	0	0	0
Zswim7	16.250000	0	0	0	0	0	130	0	0	0
Wdr5b	16.250000	130	0	0	0	0	0	0	0	0
Wdr12	16.250000	130	0	0	0	0	0	0	0	0
Utp6	16.250000	130	0	0	0	0	0	0	0	0
Usp7	16.250000	130	0	0	0	0	0	0	0	0
Ttc19	16.250000	0	0	0	0	0	130	0	0	0
Tpra1	16.250000	130	0	0	0	0	0	0	0	0
Tnrc6a	16.250000	130	0	0	0	0	0	0	0	0
Tiprl	16.250000	130	0	0	0	0	0	0	0	0
Tbck	16.250000	130	0	0	0	0	0	0	0	0
Stk25	16.250000	130	0	0	0	0	0	0	0	0
Spata33	16.250000	130	0	0	0	0	0	0	0	0
Snap23	16.250000	130	0	0	0	0	0	0	0	0
Slc7a6os	16.250000	130	0	0	0	0	0	0	0	0
Slc37a4	16.250000	130	0	0	0	0	0	0	0	0
Sec23b	16.250000	0	0	0	0	0	130	0	0	0
Sat1	16.250000	0	0	0	0	0	130	0	0	0
Rita1	16.250000	0	0	0	0	0	130	0	0	0
Rgs19	16.250000	130	0	0	0	0	0	0	0	0
Rai14	16.250000	0	0	0	0	0	130	0	0	0
Rab33b	16.250000	130	0	0	0	0	0	0	0	0
Prmt7	16.250000	130	0	0	0	0	0	0	0	0
Plekho2	16.250000	130	0	0	0	0	0	0	0	0
Pkn1	16.250000	130	0	0	0	0	0	0	0	0
Pak1ip1	16.250000	130	0	0	0	0	0	0	0	0
Mturn	16.250000	130	0	0	0	0	0	0	0	0
Mrps18a	16.250000	130	0	0	0	0	0	0	0	0
Map11	16.250000	130	0	0	0	0	0	0	0	0
Irf3	16.250000	130	0	0	0	0	0	0	0	0
H2bc7	16.250000	130	0	0	0	0	0	0	0	0
H2ac7	16.250000	130	0	0	0	0	0	0	0	0
Gins2	16.250000	0	0	0	0	0	130	0	0	0
Galr1	16.250000	0	0	0	0	0	130	0	0	0
Fbxo3	16.250000	130	0	0	0	0	0	0	0	0
Exoc3	16.250000	130	0	0	0	0	0	0	0	0
Ercc3	16.250000	130	0	0	0	0	0	0	0	0
E430018J23Rik	16.250000	130	0	0	0	0	0	0	0	0
Ddx54	16.250000	0	0	0	0	0	130	0	0	0
Coq7	16.250000	0	0	0	0	0	130	0	0	0
Cops4	16.250000	130	0	0	0	0	0	0	0	0
Chmp1a	16.250000	130	0	0	0	0	0	0	0	0
Chchd3	16.250000	130	0	0	0	0	0	0	0	0
Cep350	16.250000	130	0	0	0	0	0	0	0	0
Cdc42se2	16.250000	0	0	0	0	0	130	0	0	0
Carf	16.250000	130	0	0	0	0	0	0	0	0
C1qbp	16.250000	0	0	0	0	0	130	0	0	0
Bsg	16.250000	130	0	0	0	0	0	0	0	0
Bcl2l12	16.250000	130	0	0	0	0	0	0	0	0
Arhgef7	16.250000	130	0	0	0	0	0	0	0	0
Arfgap2	16.250000	130	0	0	0	0	0	0	0	0
Aimp1	16.250000	130	0	0	0	0	0	0	0	0
4931422A03Rik	16.250000	130	0	0	0	0	0	0	0	0
2610008E11Rik	16.250000	130	0	0	0	0	0	0	0	0
Zfp871	16.125000	129	0	0	0	0	0	0	0	0
Tgfb1	16.125000	0	0	0	0	0	129	0	0	0
Tcf25	16.125000	0	0	0	0	0	129	0	0	0
Pbxip1	16.125000	0	0	0	0	0	129	0	0	0
Nrros	16.125000	0	0	0	0	0	129	0	0	0
Nectin2	16.125000	0	0	0	0	0	129	0	0	0
Mrpl37	16.125000	0	0	0	0	0	129	0	0	0
Mcat	16.125000	0	0	0	0	0	129	0	0	0
Lrwd1	16.125000	0	0	0	0	0	129	0	0	0
Jmjd1c	16.125000	0	0	0	0	0	129	0	0	0
Il23a	16.125000	0	0	0	0	0	129	0	0	0
Fam83g	16.125000	0	0	0	0	0	129	0	0	0
Cyb5rl	16.125000	0	0	0	0	0	129	0	0	0
Alkbh4	16.125000	0	0	0	0	0	129	0	0	0
Ykt6	16.000000	0	0	128	0	0	0	0	0	0
Wdr20	16.000000	0	0	128	0	0	0	0	0	0
Wbp2	16.000000	128	0	0	0	0	0	0	0	0
Trappc1	16.000000	128	0	0	0	0	0	0	0	0
Tmem198b	16.000000	0	0	128	0	0	0	0	0	0
Spint1	16.000000	0	0	0	0	0	128	0	0	0
Sik2	16.000000	0	0	128	0	0	0	0	0	0
Scarb1	16.000000	0	0	0	0	0	128	0	0	0
Rpl36	16.000000	0	0	128	0	0	0	0	0	0
Rnf34	16.000000	0	0	128	0	0	0	0	0	0
Rnf14	16.000000	0	0	128	0	0	0	0	0	0
Rgl1	16.000000	0	0	128	0	0	0	0	0	0
Rabgap1	16.000000	0	0	128	0	0	0	0	0	0
Rab10	16.000000	0	0	128	0	0	0	0	0	0
Pnrc2	16.000000	128	0	0	0	0	0	0	0	0
Pitpnc1	16.000000	0	0	128	0	0	0	0	0	0
Phf20	16.000000	0	0	128	0	0	0	0	0	0
Pdss2	16.000000	0	0	128	0	0	0	0	0	0
Pcmtd2	16.000000	0	0	128	0	0	0	0	0	0
Os9	16.000000	0	0	128	0	0	0	0	0	0
Npepl1	16.000000	0	0	0	0	0	128	0	0	0
Ndufb1	16.000000	0	0	128	0	0	0	0	0	0
Nap1l4	16.000000	0	0	128	0	0	0	0	0	0
Mark2	16.000000	0	0	0	0	0	128	0	0	0
Kxd1	16.000000	0	0	128	0	0	0	0	0	0
Heatr5a	16.000000	0	0	0	0	0	128	0	0	0
Hcn3	16.000000	0	0	0	0	0	128	0	0	0
H2-Q8	16.000000	0	0	0	0	128	0	0	0	0
H2-Q6	16.000000	0	0	0	0	128	0	0	0	0
H2bc11	16.000000	0	0	128	0	0	0	0	0	0
H2ac11	16.000000	0	0	128	0	0	0	0	0	0
Gnb1l	16.000000	0	0	128	0	0	0	0	0	0
Fbxl5	16.000000	0	0	128	0	0	0	0	0	0
Fam219a	16.000000	0	0	128	0	0	0	0	0	0
Exd1	16.000000	0	0	128	0	0	0	0	0	0
Eif4g1	16.000000	0	0	128	0	0	0	0	0	0
Egln1	16.000000	0	0	128	0	0	0	0	0	0
Dnajc14	16.000000	0	0	128	0	0	0	0	0	0
Dnaic1	16.000000	0	0	128	0	0	0	0	0	0
Csk	16.000000	0	0	128	0	0	0	0	0	0
Crnkl1	16.000000	0	0	0	0	0	128	0	0	0
Cpsf2	16.000000	0	0	128	0	0	0	0	0	0
Commd7	16.000000	0	0	0	0	0	128	0	0	0
Cntrob	16.000000	128	0	0	0	0	0	0	0	0
Ciart	16.000000	0	0	0	0	0	128	0	0	0
Chp1	16.000000	0	0	128	0	0	0	0	0	0
Cfap61	16.000000	0	0	0	0	0	128	0	0	0
Cbfa2t2	16.000000	0	0	128	0	0	0	0	0	0
Bloc1s2	16.000000	0	0	128	0	0	0	0	0	0
Arpc5	16.000000	0	0	128	0	0	0	0	0	0
Acsl4	16.000000	0	0	0	0	0	128	0	0	0
Zfp708	15.875000	0	0	0	0	0	127	0	0	0
Zfp169	15.875000	0	0	0	0	0	127	0	0	0
Whamm	15.875000	0	0	0	0	0	127	0	0	0
Strbp	15.875000	0	0	0	0	0	127	0	0	0
Slc25a14	15.875000	0	0	0	0	0	127	0	0	0
Rsph3b	15.875000	0	0	0	0	0	127	0	0	0
Rprd2	15.875000	127	0	0	0	0	0	0	0	0
Nt5c3b	15.875000	0	0	0	0	0	127	0	0	0
Noc3l	15.875000	0	0	0	0	0	127	0	0	0
Klhl10	15.875000	0	0	0	0	0	127	0	0	0
Kansl1l	15.875000	127	0	0	0	0	0	0	0	0
Ifitm3	15.875000	0	0	0	0	0	127	0	0	0
Gpm6b	15.875000	0	0	0	0	0	127	0	0	0
Fmc1	15.875000	127	0	0	0	0	0	0	0	0
Dph7	15.875000	0	0	0	0	0	127	0	0	0
Dnajc9	15.875000	127	0	0	0	0	0	0	0	0
Arhgap18	15.875000	0	0	0	0	0	127	0	0	0
Anapc7	15.875000	0	0	0	0	0	127	0	0	0
Zfp326	15.750000	0	0	126	0	0	0	0	0	0
Ube2s	15.750000	126	0	0	0	0	0	0	0	0
Tlr6	15.750000	0	0	0	0	0	126	0	0	0
Snrpd2	15.750000	0	0	0	0	0	126	0	0	0
Smim7	15.750000	0	0	0	0	0	126	0	0	0
Sfxn3	15.750000	0	0	0	0	0	126	0	0	0
Qpctl	15.750000	0	0	0	0	0	126	0	0	0
Pcf11	15.750000	126	0	0	0	0	0	0	0	0
Nfyc	15.750000	126	0	0	0	0	0	0	0	0
Mrfap1	15.750000	0	0	0	0	126	0	0	0	0
Kcnj1	15.750000	126	0	0	0	0	0	0	0	0
Faap20	15.750000	0	0	0	0	0	0	126	0	0
Dok2	15.750000	126	0	0	0	0	0	0	0	0
Cpsf1	15.750000	0	0	0	0	0	126	0	0	0
Ccnh	15.750000	0	0	0	0	0	126	0	0	0
Aox1	15.750000	0	0	0	0	0	126	0	0	0
Rnf2	15.625000	0	0	0	0	0	125	0	0	0
Pwwp2b	15.625000	0	0	0	0	0	125	0	0	0
Psmg4	15.625000	0	0	0	0	0	125	0	0	0
Nono	15.625000	0	0	0	0	0	125	0	0	0
Mtx1	15.625000	0	0	0	0	0	125	0	0	0
Mgll	15.625000	0	0	0	0	0	125	0	0	0
Lpin3	15.625000	0	0	0	0	0	125	0	0	0
Far1	15.625000	0	0	0	0	0	125	0	0	0
Entpd6	15.625000	0	0	0	0	0	125	0	0	0
AW209491	15.625000	0	0	0	0	0	125	0	0	0
Arl4d	15.625000	0	0	125	0	0	0	0	0	0
1190007I07Rik	15.625000	0	0	0	0	0	125	0	0	0
Trub1	15.500000	0	0	0	0	0	124	0	0	0
Tesk1	15.500000	0	0	0	0	0	124	0	0	0
Slc38a1	15.500000	0	0	0	0	0	124	0	0	0
Slc25a36	15.500000	0	0	0	0	0	124	0	0	0
Sh3bp4	15.500000	0	0	0	0	0	124	0	0	0
Olfr1511	15.500000	0	0	0	0	0	124	0	0	0
Ndc80	15.500000	0	0	0	0	0	124	0	0	0
Kif11	15.500000	0	0	0	0	0	124	0	0	0
Fam90a1b	15.500000	0	0	0	0	0	124	0	0	0
Cnih4	15.500000	0	0	0	0	0	124	0	0	0
Ccm2	15.500000	124	0	0	0	0	0	0	0	0
Baz2b	15.500000	0	0	0	0	0	124	0	0	0
Apoo	15.500000	0	0	0	0	0	124	0	0	0
Acbd6	15.500000	0	0	0	0	0	124	0	0	0
Abhd18	15.500000	0	0	0	0	0	124	0	0	0
1110051M20Rik	15.500000	0	0	0	0	0	124	0	0	0
Zrsr2	15.375000	0	0	0	0	0	123	0	0	0
Vopp1	15.375000	0	0	0	0	0	123	0	0	0
Trip4	15.375000	0	0	0	0	0	123	0	0	0
Traf4	15.375000	123	0	0	0	0	0	0	0	0
Spata32	15.375000	0	0	0	0	0	123	0	0	0
Selenbp1	15.375000	0	0	0	0	0	123	0	0	0
Myo18a	15.375000	0	0	0	0	0	123	0	0	0
Klhl20	15.375000	0	0	0	0	0	123	0	0	0
Dnajb6	15.375000	0	0	0	0	0	123	0	0	0
Camkk2	15.375000	0	0	0	0	0	123	0	0	0
Acot9	15.375000	0	0	0	0	0	123	0	0	0
8030462N17Rik	15.375000	0	0	0	0	0	123	0	0	0
Ubtd2	15.250000	0	0	0	0	0	122	0	0	0
Rcc2	15.250000	122	0	0	0	0	0	0	0	0
Prkar1a	15.250000	122	0	0	0	0	0	0	0	0
Pdcl3	15.250000	0	0	0	0	0	122	0	0	0
Mocs1	15.250000	0	0	0	0	0	122	0	0	0
Kpna6	15.250000	0	0	0	0	0	122	0	0	0
Islr2	15.250000	0	0	0	0	0	0	122	0	0
Gng2	15.250000	0	0	0	0	0	122	0	0	0
Gls2	15.250000	0	0	0	0	0	122	0	0	0
Cdk20	15.250000	0	0	0	0	0	122	0	0	0
Atp10a	15.250000	0	0	0	0	0	122	0	0	0
Arhgdib	15.250000	0	0	0	0	0	122	0	0	0
Aff1	15.250000	122	0	0	0	0	0	0	0	0
Zfp511	15.125000	121	0	0	0	0	0	0	0	0
Wdr76	15.125000	0	0	0	0	0	121	0	0	0
Vps51	15.125000	121	0	0	0	0	0	0	0	0
Vps11	15.125000	121	0	0	0	0	0	0	0	0
Vim	15.125000	0	0	0	0	0	121	0	0	0
Ufsp2	15.125000	121	0	0	0	0	0	0	0	0
Txndc15	15.125000	121	0	0	0	0	0	0	0	0
Tubgcp2	15.125000	121	0	0	0	0	0	0	0	0
Trim34a	15.125000	0	0	0	0	0	121	0	0	0
Tpx2	15.125000	0	0	0	0	0	121	0	0	0
Tpm1	15.125000	0	0	0	0	0	0	121	0	0
Tmem248	15.125000	121	0	0	0	0	0	0	0	0
Tfap4	15.125000	0	0	0	0	0	121	0	0	0
Tas1r1	15.125000	121	0	0	0	0	0	0	0	0
Synj1	15.125000	121	0	0	0	0	0	0	0	0
Snx5	15.125000	121	0	0	0	0	0	0	0	0
Slirp	15.125000	121	0	0	0	0	0	0	0	0
Slc35b3	15.125000	121	0	0	0	0	0	0	0	0
Scimp	15.125000	121	0	0	0	0	0	0	0	0
Scaf4	15.125000	121	0	0	0	0	0	0	0	0
Samsn1	15.125000	121	0	0	0	0	0	0	0	0
Rps10	15.125000	121	0	0	0	0	0	0	0	0
Rpl13	15.125000	121	0	0	0	0	0	0	0	0
Rnf24	15.125000	121	0	0	0	0	0	0	0	0
Rdh14	15.125000	121	0	0	0	0	0	0	0	0
Ralgapa2	15.125000	121	0	0	0	0	0	0	0	0
Ptges3	15.125000	121	0	0	0	0	0	0	0	0
Prpf38a	15.125000	121	0	0	0	0	0	0	0	0
Prkcb	15.125000	121	0	0	0	0	0	0	0	0
Prcp	15.125000	0	0	0	0	0	121	0	0	0
Pkd1	15.125000	121	0	0	0	0	0	0	0	0
Pcbp2	15.125000	121	0	0	0	0	0	0	0	0
Orc1	15.125000	121	0	0	0	0	0	0	0	0
Nrp	15.125000	121	0	0	0	0	0	0	0	0
Nol9	15.125000	121	0	0	0	0	0	0	0	0
Mrpl12	15.125000	121	0	0	0	0	0	0	0	0
Mrpl11	15.125000	121	0	0	0	0	0	0	0	0
Mre11a	15.125000	121	0	0	0	0	0	0	0	0
Mpp7	15.125000	121	0	0	0	0	0	0	0	0
Mgme1	15.125000	121	0	0	0	0	0	0	0	0
Mfap1a	15.125000	0	0	0	0	0	121	0	0	0
Lrch3	15.125000	121	0	0	0	0	0	0	0	0
Jund	15.125000	0	0	0	0	0	121	0	0	0
Gna12	15.125000	121	0	0	0	0	0	0	0	0
Gm2a	15.125000	121	0	0	0	0	0	0	0	0
Fkbp1a	15.125000	121	0	0	0	0	0	0	0	0
Efcab14	15.125000	121	0	0	0	0	0	0	0	0
Ddias	15.125000	0	0	0	0	0	121	0	0	0
Ccdc77	15.125000	121	0	0	0	0	0	0	0	0
Ccdc61	15.125000	121	0	0	0	0	0	0	0	0
Card6	15.125000	0	0	0	0	0	121	0	0	0
Bud13	15.125000	121	0	0	0	0	0	0	0	0
Atp8b2	15.125000	0	0	0	0	0	121	0	0	0
Atp5mpl	15.125000	121	0	0	0	0	0	0	0	0
Ankrd49	15.125000	121	0	0	0	0	0	0	0	0
Alkbh1	15.125000	121	0	0	0	0	0	0	0	0
1700029J07Rik	15.125000	121	0	0	0	0	0	0	0	0
Zcrb1	15.000000	0	0	120	0	0	0	0	0	0
Yeats4	15.000000	0	0	120	0	0	0	0	0	0
Wdr5	15.000000	0	0	120	0	0	0	0	0	0
Ube2j1	15.000000	0	0	120	0	0	0	0	0	0
Ttc27	15.000000	0	0	120	0	0	0	0	0	0
Trmt10c	15.000000	0	0	120	0	0	0	0	0	0
Tonsl	15.000000	0	0	120	0	0	0	0	0	0
Tnfrsf8	15.000000	120	0	0	0	0	0	0	0	0
Taf1d	15.000000	0	0	120	0	0	0	0	0	0
Stub1	15.000000	120	0	0	0	0	0	0	0	0
Rfx3	15.000000	0	0	120	0	0	0	0	0	0
Rbm12	15.000000	0	0	120	0	0	0	0	0	0
Ptgs1	15.000000	0	0	0	0	0	120	0	0	0
Psmb1	15.000000	120	0	0	0	0	0	0	0	0
Ppp1r12c	15.000000	0	0	0	0	0	120	0	0	0
Pphln1	15.000000	0	0	120	0	0	0	0	0	0
Polr2b	15.000000	0	0	120	0	0	0	0	0	0
Pold1	15.000000	0	0	120	0	0	0	0	0	0
Pmpca	15.000000	0	0	120	0	0	0	0	0	0
Pdia3	15.000000	0	0	120	0	0	0	0	0	0
Nxf1	15.000000	0	0	120	0	0	0	0	0	0
Noa1	15.000000	0	0	120	0	0	0	0	0	0
Nfx1	15.000000	0	0	120	0	0	0	0	0	0
Mtmr10	15.000000	0	0	120	0	0	0	0	0	0
Mtbp	15.000000	0	0	120	0	0	0	0	0	0
Mrpl13	15.000000	0	0	120	0	0	0	0	0	0
Mprip	15.000000	0	0	120	0	0	0	0	0	0
Lonrf1	15.000000	0	0	120	0	0	0	0	0	0
Inafm2	15.000000	0	0	120	0	0	0	0	0	0
Hmgb1	15.000000	120	0	0	0	0	0	0	0	0
Gpx4	15.000000	0	0	120	0	0	0	0	0	0
Gnai2	15.000000	0	0	120	0	0	0	0	0	0
Gm13212	15.000000	0	0	0	0	0	120	0	0	0
Gcnt1	15.000000	0	0	0	0	0	120	0	0	0
Foxk2	15.000000	0	0	120	0	0	0	0	0	0
Entr1	15.000000	0	0	120	0	0	0	0	0	0
Ensa	15.000000	0	0	120	0	0	0	0	0	0
Dnajc1	15.000000	0	0	120	0	0	0	0	0	0
Dhx15	15.000000	0	0	120	0	0	0	0	0	0
Cpne1	15.000000	0	0	120	0	0	0	0	0	0
Commd1	15.000000	0	0	120	0	0	0	0	0	0
Ciao2b	15.000000	0	0	0	0	0	120	0	0	0
Cd33	15.000000	0	0	0	0	0	120	0	0	0
Catsper2	15.000000	0	0	120	0	0	0	0	0	0
Cacfd1	15.000000	0	0	120	0	0	0	0	0	0
4931406C07Rik	15.000000	0	0	120	0	0	0	0	0	0
2610001J05Rik	15.000000	120	0	0	0	0	0	0	0	0
Zfyve27	14.875000	0	0	0	0	0	119	0	0	0
Zfp628	14.875000	0	0	0	0	0	119	0	0	0
Xrra1	14.875000	119	0	0	0	0	0	0	0	0
Wdr93	14.875000	0	0	0	0	0	119	0	0	0
Spcs2	14.875000	119	0	0	0	0	0	0	0	0
Pgm2	14.875000	0	0	0	0	0	119	0	0	0
Pex11a	14.875000	0	0	0	0	0	119	0	0	0
Moxd2	14.875000	119	0	0	0	0	0	0	0	0
Hps1	14.875000	0	0	0	0	0	119	0	0	0
H2bc13	14.875000	119	0	0	0	0	0	0	0	0
H2ac13	14.875000	119	0	0	0	0	0	0	0	0
Gp5	14.875000	0	0	0	0	0	119	0	0	0
Exosc3	14.875000	0	0	0	0	0	119	0	0	0
Dusp6	14.875000	0	0	0	0	0	119	0	0	0
Ddrgk1	14.875000	0	0	0	0	0	119	0	0	0
Dctn6	14.875000	0	0	0	0	0	119	0	0	0
Csrp1	14.875000	0	0	0	0	0	119	0	0	0
Ak2	14.875000	0	0	119	0	0	0	0	0	0
Zfr	14.750000	0	0	0	0	0	118	0	0	0
Zfp146	14.750000	118	0	0	0	0	0	0	0	0
Zdhhc4	14.750000	0	0	0	0	0	118	0	0	0
Xdh	14.750000	0	0	0	0	0	118	0	0	0
Tyw3	14.750000	0	0	0	0	0	118	0	0	0
Sorcs2	14.750000	0	0	0	0	0	118	0	0	0
Psma5	14.750000	0	0	0	0	0	118	0	0	0
Ppm1l	14.750000	118	0	0	0	0	0	0	0	0
Oxct1	14.750000	0	0	0	0	0	118	0	0	0
Nr1d2	14.750000	0	0	0	0	0	118	0	0	0
Msto1	14.750000	0	0	0	0	0	118	0	0	0
Mier1	14.750000	0	0	118	0	0	0	0	0	0
Itpa	14.750000	0	0	0	0	0	118	0	0	0
Dtnb	14.750000	0	0	0	0	0	118	0	0	0
Cryz	14.750000	0	0	0	0	0	118	0	0	0
Ube2e3	14.625000	0	0	0	0	0	117	0	0	0
Tpm4	14.625000	0	0	0	0	0	117	0	0	0
Timm8b	14.625000	0	0	0	0	0	117	0	0	0
Sdhd	14.625000	0	0	0	0	0	117	0	0	0
Rev3l	14.625000	117	0	0	0	0	0	0	0	0
Pcdhgb5	14.625000	0	0	0	0	0	117	0	0	0
Oasl1	14.625000	0	0	0	0	0	0	117	0	0
Hprt	14.625000	0	0	0	0	0	117	0	0	0
Hars2	14.625000	0	0	0	0	0	117	0	0	0
Hars	14.625000	0	0	0	0	0	117	0	0	0
Gabpb2	14.625000	0	0	0	0	0	117	0	0	0
Fabp5	14.625000	0	0	0	0	0	117	0	0	0
Erlec1	14.625000	0	0	0	0	0	117	0	0	0
Elac2	14.625000	0	0	0	0	0	117	0	0	0
Ddx52	14.625000	0	0	0	0	0	117	0	0	0
Coa3	14.625000	0	0	0	0	0	117	0	0	0
B230307C23Rik	14.625000	0	0	0	0	0	117	0	0	0
Atrip	14.625000	0	0	0	0	0	117	0	0	0
Asb3	14.625000	0	0	0	0	0	117	0	0	0
Ap1s1	14.625000	0	0	0	0	0	117	0	0	0
Adora2b	14.625000	0	0	0	0	0	117	0	0	0
3110082I17Rik	14.625000	0	0	0	0	0	117	0	0	0
Wipf1	14.500000	116	0	0	0	0	0	0	0	0
Tmem11	14.500000	0	0	0	0	0	116	0	0	0
Rc3h1	14.500000	0	0	0	0	0	116	0	0	0
Rad51c	14.500000	0	0	0	0	0	116	0	0	0
Nfil3	14.500000	0	0	116	0	0	0	0	0	0
Gm2663	14.500000	0	0	0	0	0	116	0	0	0
Erc1	14.500000	0	0	0	0	0	116	0	0	0
Dusp22	14.500000	0	0	0	0	0	116	0	0	0
Daam1	14.500000	0	0	0	0	0	116	0	0	0
Ago2	14.500000	0	0	0	0	0	0	116	0	0
9530077C05Rik	14.500000	0	0	0	0	0	116	0	0	0
Wdr25	14.375000	0	0	0	0	0	115	0	0	0
Wars	14.375000	0	0	0	0	0	115	0	0	0
Ttpal	14.375000	115	0	0	0	0	0	0	0	0
Trim30d	14.375000	0	0	0	0	0	115	0	0	0
Tef	14.375000	115	0	0	0	0	0	0	0	0
Stxbp4	14.375000	0	0	0	0	0	115	0	0	0
Sms	14.375000	0	0	0	0	0	115	0	0	0
Rabl3	14.375000	0	0	0	0	0	115	0	0	0
Ppp1r1b	14.375000	0	0	0	0	0	115	0	0	0
Nxn	14.375000	0	0	0	0	0	115	0	0	0
Mterf1b	14.375000	0	0	0	0	0	115	0	0	0
Matr3	14.375000	115	0	0	0	0	0	0	0	0
Macrod1	14.375000	0	0	0	0	0	115	0	0	0
Gtf2e1	14.375000	0	0	0	0	0	115	0	0	0
Ctdsp1	14.375000	115	0	0	0	0	0	0	0	0
Cox11	14.375000	0	0	0	0	0	115	0	0	0
Cavin3	14.375000	0	0	0	0	0	115	0	0	0
Btbd10	14.375000	0	0	0	0	0	115	0	0	0
2700097O09Rik	14.375000	0	0	0	0	0	115	0	0	0
Vamp3	14.250000	0	0	0	0	0	114	0	0	0
Rnf145	14.250000	0	0	0	0	0	114	0	0	0
Rexo4	14.250000	0	0	0	0	0	114	0	0	0
Pgap3	14.250000	0	0	0	0	0	114	0	0	0
Mettl18	14.250000	0	0	0	0	0	114	0	0	0
Ifi27l2a	14.250000	0	0	0	0	0	114	0	0	0
Hif1a	14.250000	114	0	0	0	0	0	0	0	0
Enpp4	14.250000	114	0	0	0	0	0	0	0	0
Crls1	14.250000	0	0	0	0	0	114	0	0	0
BC055324	14.250000	0	0	0	0	0	114	0	0	0
Zfp780b	14.125000	0	0	0	0	0	113	0	0	0
Zdhhc12	14.125000	0	0	0	0	0	113	0	0	0
Trim39	14.125000	0	0	0	0	0	113	0	0	0
Trappc11	14.125000	0	0	0	0	0	113	0	0	0
Tagap	14.125000	0	0	0	0	0	113	0	0	0
Sytl1	14.125000	0	0	0	0	0	113	0	0	0
Spns1	14.125000	0	0	0	0	0	113	0	0	0
Smim13	14.125000	0	0	0	0	0	113	0	0	0
Slc9a3r1	14.125000	0	0	113	0	0	0	0	0	0
Serpini1	14.125000	113	0	0	0	0	0	0	0	0
Rwdd4a	14.125000	0	0	0	0	0	113	0	0	0
Rnf43	14.125000	0	0	0	0	0	113	0	0	0
Puf60	14.125000	113	0	0	0	0	0	0	0	0
Pdcd6ip	14.125000	113	0	0	0	0	0	0	0	0
Pdcd10	14.125000	113	0	0	0	0	0	0	0	0
Nemf	14.125000	113	0	0	0	0	0	0	0	0
Fasn	14.125000	0	0	0	0	0	113	0	0	0
Fasl	14.125000	0	0	0	0	0	113	0	0	0
Cep85	14.125000	0	0	0	0	0	113	0	0	0
BC029722	14.125000	0	0	0	0	0	113	0	0	0
Agk	14.125000	0	0	0	0	0	113	0	0	0
Zswim8	14.000000	0	0	112	0	0	0	0	0	0
Znrf3	14.000000	0	0	112	0	0	0	0	0	0
Zmynd19	14.000000	0	0	112	0	0	0	0	0	0
Zfp955b	14.000000	112	0	0	0	0	0	0	0	0
Zfp513	14.000000	0	0	0	0	0	112	0	0	0
Wrn	14.000000	112	0	0	0	0	0	0	0	0
Wdr75	14.000000	112	0	0	0	0	0	0	0	0
Usp42	14.000000	0	0	112	0	0	0	0	0	0
Trim65	14.000000	0	0	0	0	0	112	0	0	0
Tatdn1	14.000000	0	0	112	0	0	0	0	0	0
Sugp1	14.000000	112	0	0	0	0	0	0	0	0
Sod2	14.000000	0	0	112	0	0	0	0	0	0
Slc20a1	14.000000	0	0	112	0	0	0	0	0	0
Rexo2	14.000000	0	0	0	0	0	112	0	0	0
Rbm12b2	14.000000	0	0	112	0	0	0	0	0	0
Raver1	14.000000	112	0	0	0	0	0	0	0	0
Ramac	14.000000	0	0	0	0	0	112	0	0	0
Rack1	14.000000	112	0	0	0	0	0	0	0	0
Purg	14.000000	112	0	0	0	0	0	0	0	0
Pum1	14.000000	0	0	112	0	0	0	0	0	0
Ptpn3	14.000000	0	0	0	0	0	112	0	0	0
Psmb3	14.000000	0	0	112	0	0	0	0	0	0
Pramel12	14.000000	0	0	112	0	0	0	0	0	0
Ppie	14.000000	0	0	112	0	0	0	0	0	0
Poc1a	14.000000	112	0	0	0	0	0	0	0	0
Ndufb9	14.000000	0	0	112	0	0	0	0	0	0
Napepld	14.000000	112	0	0	0	0	0	0	0	0
Mrps14	14.000000	0	0	112	0	0	0	0	0	0
Mrpl19	14.000000	112	0	0	0	0	0	0	0	0
